Time Elapsed/s,Agent Population,Predator Population,Food Population,Prey Births,Predator Births,Prey Deaths,Predator Deaths
5162,8,14,185,282,79,314,105
5163,8,14,185,282,79,314,105
5164,8,14,185,282,79,314,105
5165,8,13,185,282,79,314,106
5166,8,13,186,282,79,314,106
5167,8,12,186,282,79,314,107
5168,8,12,186,282,79,314,107
5169,8,12,186,282,79,314,107
5170,8,12,184,282,79,314,107
5171,8,12,185,282,79,314,107
5172,8,12,185,282,79,314,107
5173,8,12,185,282,79,314,107
5174,8,12,185,282,79,314,107
5175,8,12,185,282,79,314,107
5176,8,12,186,282,79,314,107
5177,8,12,186,282,79,314,107
5178,8,12,186,282,79,314,107
5179,8,12,186,282,79,314,107
5180,8,12,186,282,79,314,107
5181,8,12,187,282,79,314,107
5182,8,12,187,282,79,314,107
5183,8,12,187,282,79,314,107
5184,8,12,187,282,79,314,107
5185,8,12,187,282,79,314,107
5186,8,12,188,282,79,314,107
5187,8,12,188,282,79,314,107
5188,8,12,188,282,79,314,107
5189,8,12,188,282,79,314,107
5190,8,12,188,282,79,314,107
5191,8,12,189,282,79,314,107
5192,8,12,189,282,79,314,107
5193,8,12,189,282,79,314,107
5194,8,12,189,282,79,314,107
5195,8,12,189,282,79,314,107
5196,8,12,190,282,79,314,107
5197,8,12,190,282,79,314,107
5198,8,12,190,282,79,314,107
5199,8,12,190,282,79,314,107
5200,8,12,190,282,79,314,107
5201,8,12,191,282,79,314,107
5202,8,12,191,282,79,314,107
5203,8,12,191,282,79,314,107
5204,8,12,191,282,79,314,107
5205,8,12,191,282,79,314,107
5206,8,12,192,282,79,314,107
5207,9,12,191,283,79,314,107
5208,9,12,191,283,79,314,107
5209,9,12,191,283,79,314,107
5210,9,12,191,283,79,314,107
5211,9,12,192,283,79,314,107
5212,9,12,192,283,79,314,107
5213,10,12,191,284,79,314,107
5214,10,12,191,284,79,314,107
5215,10,12,191,284,79,314,107
5216,10,12,192,284,79,314,107
5217,10,12,192,284,79,314,107
5218,10,12,192,284,79,314,107
5219,10,12,192,284,79,314,107
5220,10,12,191,284,79,314,107
5221,10,11,192,284,79,314,108
5222,10,11,192,284,79,314,108
5223,10,11,192,284,79,314,108
5224,10,11,192,284,79,314,108
5225,11,11,191,285,79,314,108
5226,11,11,192,285,79,314,108
5227,11,11,192,285,79,314,108
5228,11,11,192,285,79,314,108
5229,11,11,192,285,79,314,108
5230,11,11,192,285,79,314,108
5231,11,11,193,285,79,314,108
5232,11,11,193,285,79,314,108
5233,11,11,193,285,79,314,108
5234,11,11,193,285,79,314,108
5235,11,11,193,285,79,314,108
5236,11,11,194,285,79,314,108
5237,11,10,194,285,79,314,109
5238,11,10,194,285,79,314,109
5239,11,10,194,285,79,314,109
5240,11,10,193,285,79,314,109
5241,11,10,194,285,79,314,109
5242,11,10,194,285,79,314,109
5243,11,10,194,285,79,314,109
5244,11,10,194,285,79,314,109
5245,11,10,194,285,79,314,109
5246,11,10,195,285,79,314,109
5247,11,10,195,285,79,314,109
5248,11,10,195,285,79,314,109
5249,11,10,195,285,79,314,109
5250,11,10,195,285,79,314,109
5251,11,10,196,285,79,314,109
5252,11,10,196,285,79,314,109
5253,11,10,196,285,79,314,109
5254,11,10,196,285,79,314,109
5255,11,10,196,285,79,314,109
5256,11,10,197,285,79,314,109
5257,11,10,196,285,79,314,109
5258,11,10,196,285,79,314,109
5259,11,10,196,285,79,314,109
5260,12,10,195,286,79,314,109
5261,12,9,196,286,79,314,110
5262,12,9,196,286,79,314,110
5263,12,9,196,286,79,314,110
5264,12,8,196,286,79,314,111
5265,12,8,196,286,79,314,111
5266,12,8,197,286,79,314,111
5267,12,8,197,286,79,314,111
5268,12,8,197,286,79,314,111
5269,12,8,197,286,79,314,111
5270,12,8,197,286,79,314,111
5271,12,8,198,286,79,314,111
5272,12,8,198,286,79,314,111
5273,12,8,198,286,79,314,111
5274,12,8,198,286,79,314,111
5275,12,8,198,286,79,314,111
5276,12,8,199,286,79,314,111
5277,12,8,199,286,79,314,111
5278,12,8,199,286,79,314,111
5279,12,8,199,286,79,314,111
5280,12,8,199,286,79,314,111
5281,12,8,200,286,79,314,111
5282,12,8,200,286,79,314,111
5283,12,8,200,286,79,314,111
5284,12,8,200,286,79,314,111
5285,12,8,200,286,79,314,111
5286,12,8,201,286,79,314,111
5287,12,8,201,286,79,314,111
5288,12,8,201,286,79,314,111
5289,12,8,200,286,79,314,111
5290,12,8,200,286,79,314,111
5291,12,8,201,286,79,314,111
5292,12,8,201,286,79,314,111
5293,12,8,201,286,79,314,111
5294,12,8,201,286,79,314,111
5295,12,8,201,286,79,314,111
5296,12,8,202,286,79,314,111
5297,12,8,202,286,79,314,111
5298,12,8,202,286,79,314,111
5299,12,8,202,286,79,314,111
5300,12,8,202,286,79,314,111
5301,12,8,203,286,79,314,111
5302,12,8,203,286,79,314,111
5303,12,8,203,286,79,314,111
5304,12,8,203,286,79,314,111
5305,12,8,202,286,79,314,111
5306,12,8,203,286,79,314,111
5307,12,8,202,286,79,314,111
5308,12,8,202,286,79,314,111
5309,12,8,201,286,79,314,111
5310,12,8,201,286,79,314,111
5311,12,8,202,286,79,314,111
5312,12,8,202,286,79,314,111
5313,12,8,202,286,79,314,111
5314,12,8,202,286,79,314,111
5315,12,8,201,286,79,314,111
5316,12,8,202,286,79,314,111
5317,13,8,201,287,79,314,111
5318,13,8,201,287,79,314,111
5319,13,8,201,287,79,314,111
5320,13,8,201,287,79,314,111
5321,13,8,202,287,79,314,111
5322,13,8,202,287,79,314,111
5323,13,8,202,287,79,314,111
5324,13,8,202,287,79,314,111
5325,14,8,201,288,79,314,111
5326,14,8,202,288,79,314,111
5327,14,8,202,288,79,314,111
5328,14,7,202,288,79,314,112
5329,14,7,202,288,79,314,112
5330,14,7,202,288,79,314,112
5331,14,7,203,288,79,314,112
5332,14,6,203,288,79,314,113
5333,14,6,203,288,79,314,113
5334,14,6,203,288,79,314,113
5335,14,6,203,288,79,314,113
5336,14,6,204,288,79,314,113
5337,14,5,204,288,79,314,114
5338,14,4,203,288,79,314,115
5339,14,4,202,288,79,314,115
5340,14,4,202,288,79,314,115
5341,14,4,203,288,79,314,115
5342,15,4,202,289,79,314,115
5343,15,4,202,289,79,314,115
5344,15,4,202,289,79,314,115
5345,15,4,202,289,79,314,115
5346,15,4,203,289,79,314,115
5347,15,4,203,289,79,314,115
5348,15,4,203,289,79,314,115
5349,14,4,203,289,79,315,115
5350,14,4,203,289,79,315,115
5351,15,4,203,290,79,315,115
5352,15,4,203,290,79,315,115
5353,15,4,203,290,79,315,115
5354,15,4,202,290,79,315,115
5355,15,4,201,290,79,315,115
5356,16,4,201,291,79,315,115
5357,16,4,201,291,79,315,115
5358,16,4,200,291,79,315,115
5359,16,4,199,291,79,315,115
5360,16,4,199,291,79,315,115
5361,16,4,200,291,79,315,115
5362,16,4,200,291,79,315,115
5363,16,4,200,291,79,315,115
5364,16,4,200,291,79,315,115
5365,16,4,200,291,79,315,115
5366,16,4,201,291,79,315,115
5367,17,4,199,292,79,315,115
5368,17,4,199,292,79,315,115
5369,17,4,199,292,79,315,115
5370,17,4,199,292,79,315,115
5371,17,4,200,292,79,315,115
5372,17,4,200,292,79,315,115
5373,17,4,200,292,79,315,115
5374,17,4,200,292,79,315,115
5375,17,4,199,292,79,315,115
5376,17,4,200,292,79,315,115
5377,17,4,200,292,79,315,115
5378,17,4,200,292,79,315,115
5379,17,4,200,292,79,315,115
5380,17,4,200,292,79,315,115
5381,16,4,201,292,79,316,115
5382,15,4,201,292,79,317,115
5383,15,4,201,292,79,317,115
5384,15,4,201,292,79,317,115
5385,15,4,200,292,79,317,115
5386,15,4,201,292,79,317,115
5387,15,4,200,292,79,317,115
5388,15,4,200,292,79,317,115
5389,15,4,200,292,79,317,115
5390,15,4,200,292,79,317,115
5391,15,4,201,292,79,317,115
5392,16,4,200,293,79,317,115
5393,16,4,200,293,79,317,115
5394,16,4,200,293,79,317,115
5395,16,4,200,293,79,317,115
5396,17,4,200,294,79,317,115
5397,17,4,200,294,79,317,115
5398,17,4,200,294,79,317,115
5399,17,4,200,294,79,317,115
5400,17,4,200,294,79,317,115
5401,17,4,201,294,79,317,115
5402,17,4,201,294,79,317,115
5403,17,4,201,294,79,317,115
5404,17,4,201,294,79,317,115
5405,17,4,201,294,79,317,115
5406,18,4,200,295,79,317,115
5407,18,4,200,295,79,317,115
5408,17,5,200,295,80,318,115
5409,17,5,200,295,80,318,115
5410,17,5,200,295,80,318,115
5411,17,5,201,295,80,318,115
5412,17,5,201,295,80,318,115
5413,17,5,201,295,80,318,115
5414,17,4,200,295,80,318,116
5415,17,4,200,295,80,318,116
5416,17,4,201,295,80,318,116
5417,17,4,201,295,80,318,116
5418,17,4,201,295,80,318,116
5419,17,4,200,295,80,318,116
5420,17,4,200,295,80,318,116
5421,17,4,201,295,80,318,116
5422,17,4,201,295,80,318,116
5423,17,4,201,295,80,318,116
5424,17,4,201,295,80,318,116
5425,18,4,200,296,80,318,116
5426,18,4,201,296,80,318,116
5427,19,4,200,297,80,318,116
5428,19,4,200,297,80,318,116
5429,19,4,200,297,80,318,116
5430,19,4,200,297,80,318,116
5431,19,4,201,297,80,318,116
5432,19,4,201,297,80,318,116
5433,19,4,201,297,80,318,116
5434,19,4,201,297,80,318,116
5435,19,4,201,297,80,318,116
5436,19,4,202,297,80,318,116
5437,19,4,202,297,80,318,116
5438,19,4,202,297,80,318,116
5439,19,4,202,297,80,318,116
5440,19,4,202,297,80,318,116
5441,19,4,203,297,80,318,116
5442,19,4,203,297,80,318,116
5443,19,4,203,297,80,318,116
5444,19,4,203,297,80,318,116
5445,19,4,202,297,80,318,116
5446,20,4,202,298,80,318,116
5447,20,4,202,298,80,318,116
5448,20,4,202,298,80,318,116
5449,20,4,201,298,80,318,116
5450,21,4,200,299,80,318,116
5451,21,4,200,299,80,318,116
5452,21,4,199,299,80,318,116
5453,21,4,199,299,80,318,116
5454,21,4,199,299,80,318,116
5455,21,4,199,299,80,318,116
5456,21,4,200,299,80,318,116
5457,21,4,200,299,80,318,116
5458,21,4,200,299,80,318,116
5459,21,4,200,299,80,318,116
5460,21,4,200,299,80,318,116
5461,21,4,201,299,80,318,116
5462,21,4,201,299,80,318,116
5463,22,4,200,300,80,318,116
5464,22,4,200,300,80,318,116
5465,22,4,199,300,80,318,116
5466,22,4,200,300,80,318,116
5467,22,4,200,300,80,318,116
5468,22,4,200,300,80,318,116
5469,22,4,200,300,80,318,116
5470,22,4,199,300,80,318,116
5471,22,4,200,300,80,318,116
5472,22,4,200,300,80,318,116
5473,22,4,199,300,80,318,116
5474,22,4,199,300,80,318,116
5475,22,4,199,300,80,318,116
5476,22,4,200,300,80,318,116
5477,22,4,200,300,80,318,116
5478,22,4,200,300,80,318,116
5479,22,4,199,300,80,318,116
5480,22,4,199,300,80,318,116
5481,22,4,200,300,80,318,116
5482,22,4,200,300,80,318,116
5483,22,4,200,300,80,318,116
5484,22,4,200,300,80,318,116
5485,22,4,199,300,80,318,116
5486,22,4,200,300,80,318,116
5487,22,4,200,300,80,318,116
5488,23,3,199,301,80,318,117
5489,23,3,199,301,80,318,117
5490,23,3,199,301,80,318,117
5491,23,3,200,301,80,318,117
5492,23,3,200,301,80,318,117
5493,23,3,200,301,80,318,117
5494,23,3,200,301,80,318,117
5495,23,3,200,301,80,318,117
5496,23,3,201,301,80,318,117
5497,23,3,200,301,80,318,117
5498,23,3,200,301,80,318,117
5499,23,3,200,301,80,318,117
5500,24,3,199,302,80,318,117
5501,24,3,199,302,80,318,117
5502,24,3,199,302,80,318,117
5503,24,3,199,302,80,318,117
5504,24,3,199,302,80,318,117
5505,24,3,198,302,80,318,117
5506,25,3,198,303,80,318,117
5507,25,3,198,303,80,318,117
5508,25,3,198,303,80,318,117
5509,25,3,198,303,80,318,117
5510,25,3,198,303,80,318,117
5511,26,3,198,304,80,318,117
5512,26,3,198,304,80,318,117
5513,26,3,198,304,80,318,117
5514,26,3,198,304,80,318,117
5515,26,3,197,304,80,318,117
5516,26,3,198,304,80,318,117
5517,26,3,198,304,80,318,117
5518,26,3,198,304,80,318,117
5519,26,3,198,304,80,318,117
5520,26,3,198,304,80,318,117
5521,27,3,198,305,80,318,117
5522,28,3,197,306,80,318,117
5523,28,3,197,306,80,318,117
5524,29,3,195,307,80,318,117
5525,29,3,195,307,80,318,117
5526,29,3,196,307,80,318,117
5527,29,3,196,307,80,318,117
5528,29,3,193,307,80,318,117
5529,29,3,193,307,80,318,117
5530,30,3,192,308,80,318,117
5531,30,3,193,308,80,318,117
5532,30,3,192,308,80,318,117
5533,30,3,192,308,80,318,117
5534,30,3,192,308,80,318,117
5535,30,3,192,308,80,318,117
5536,30,3,192,308,80,318,117
5537,31,3,191,309,80,318,117
5538,31,3,191,309,80,318,117
5539,31,3,191,309,80,318,117
5540,31,3,191,309,80,318,117
5541,31,3,192,309,80,318,117
5542,31,3,192,309,80,318,117
5543,32,3,191,310,80,318,117
5544,32,3,191,310,80,318,117
5545,33,3,189,311,80,318,117
5546,34,3,189,312,80,318,117
5547,34,3,189,312,80,318,117
5548,34,3,189,312,80,318,117
5549,34,3,189,312,80,318,117
5550,34,3,189,312,80,318,117
5551,34,3,189,312,80,318,117
5552,34,3,189,312,80,318,117
5553,34,3,189,312,80,318,117
5554,34,3,187,312,80,318,117
5555,34,3,187,312,80,318,117
5556,34,3,188,312,80,318,117
5557,34,3,188,312,80,318,117
5558,34,3,188,312,80,318,117
5559,34,3,187,312,80,318,117
5560,34,3,186,312,80,318,117
5561,34,3,187,312,80,318,117
5562,34,3,187,312,80,318,117
5563,34,3,187,312,80,318,117
5564,34,3,187,312,80,318,117
5565,34,3,187,312,80,318,117
5566,34,3,188,312,80,318,117
5567,34,3,188,312,80,318,117
5568,34,3,188,312,80,318,117
5569,34,3,188,312,80,318,117
5570,34,3,188,312,80,318,117
5571,34,3,189,312,80,318,117
5572,34,3,188,312,80,318,117
5573,34,3,188,312,80,318,117
5574,34,3,188,312,80,318,117
5575,34,3,188,312,80,318,117
5576,34,3,189,312,80,318,117
5577,34,3,189,312,80,318,117
5578,34,3,189,312,80,318,117
5579,34,3,189,312,80,318,117
5580,34,3,189,312,80,318,117
5581,34,3,190,312,80,318,117
5582,34,3,190,312,80,318,117
5583,34,3,190,312,80,318,117
5584,34,3,190,312,80,318,117
5585,34,3,190,312,80,318,117
5586,34,3,191,312,80,318,117
5587,35,3,189,313,80,318,117
5588,36,3,188,314,80,318,117
5589,36,3,188,314,80,318,117
5590,36,3,188,314,80,318,117
5591,36,3,188,314,80,318,117
5592,36,3,188,314,80,318,117
5593,36,3,188,314,80,318,117
5594,36,3,188,314,80,318,117
5595,36,3,188,314,80,318,117
5596,36,3,189,314,80,318,117
5597,35,3,189,314,80,319,117
5598,35,3,189,314,80,319,117
5599,35,3,189,314,80,319,117
5600,35,3,189,314,80,319,117
5601,35,3,190,314,80,319,117
5602,36,3,189,315,80,319,117
5603,36,3,188,315,80,319,117
5604,37,3,187,316,80,319,117
5605,37,3,187,316,80,319,117
5606,37,3,188,316,80,319,117
5607,37,3,188,316,80,319,117
5608,37,3,188,316,80,319,117
5609,37,3,188,316,80,319,117
5610,37,3,188,316,80,319,117
5611,37,3,189,316,80,319,117
5612,37,3,189,316,80,319,117
5613,37,3,189,316,80,319,117
5614,37,3,189,316,80,319,117
5615,37,3,189,316,80,319,117
5616,37,3,190,316,80,319,117
5617,37,3,190,316,80,319,117
5618,37,3,190,316,80,319,117
5619,37,3,190,316,80,319,117
5620,37,3,190,316,80,319,117
5621,37,3,191,316,80,319,117
5622,37,3,191,316,80,319,117
5623,37,3,191,316,80,319,117
5624,37,3,191,316,80,319,117
5625,37,3,191,316,80,319,117
5626,37,3,192,316,80,319,117
5627,37,3,192,316,80,319,117
5628,37,3,192,316,80,319,117
5629,37,3,192,316,80,319,117
5630,37,3,192,316,80,319,117
5631,37,3,193,316,80,319,117
5632,37,3,193,316,80,319,117
5633,37,3,193,316,80,319,117
5634,37,3,193,316,80,319,117
5635,37,3,193,316,80,319,117
5636,37,3,194,316,80,319,117
5637,37,3,194,316,80,319,117
5638,37,3,194,316,80,319,117
5639,37,3,194,316,80,319,117
5640,37,3,194,316,80,319,117
5641,38,3,194,317,80,319,117
5642,38,3,194,317,80,319,117
5643,38,3,194,317,80,319,117
5644,38,3,193,317,80,319,117
5645,38,3,193,317,80,319,117
5646,39,3,193,318,80,319,117
5647,39,3,193,318,80,319,117
5648,39,3,191,318,80,319,117
5649,39,3,191,318,80,319,117
5650,39,3,191,318,80,319,117
5651,39,3,192,318,80,319,117
5652,40,3,191,319,80,319,117
5653,40,3,191,319,80,319,117
5654,40,3,190,319,80,319,117
5655,40,3,190,319,80,319,117
5656,40,3,191,319,80,319,117
5657,40,3,191,319,80,319,117
5658,40,3,191,319,80,319,117
5659,40,3,191,319,80,319,117
5660,40,3,190,319,80,319,117
5661,41,3,190,320,80,319,117
5662,41,3,190,320,80,319,117
5663,41,3,190,320,80,319,117
5664,41,3,190,320,80,319,117
5665,41,3,190,320,80,319,117
5666,41,3,191,320,80,319,117
5667,41,3,190,320,80,319,117
5668,41,3,190,320,80,319,117
5669,41,3,189,320,80,319,117
5670,41,3,188,320,80,319,117
5671,41,3,189,320,80,319,117
5672,41,3,189,320,80,319,117
5673,42,3,188,321,80,319,117
5674,43,3,186,322,80,319,117
5675,43,3,186,322,80,319,117
5676,43,3,186,322,80,319,117
5677,43,3,186,322,80,319,117
5678,43,3,185,322,80,319,117
5679,43,3,185,322,80,319,117
5680,43,3,185,322,80,319,117
5681,43,3,186,322,80,319,117
5682,43,3,186,322,80,319,117
5683,43,3,186,322,80,319,117
5684,43,3,185,322,80,319,117
5685,43,3,185,322,80,319,117
5686,44,3,184,323,80,319,117
5687,44,3,184,323,80,319,117
5688,44,3,184,323,80,319,117
5689,45,3,183,324,80,319,117
5690,45,3,183,324,80,319,117
5691,45,3,183,324,80,319,117
5692,45,3,183,324,80,319,117
5693,45,3,182,324,80,319,117
5694,45,3,182,324,80,319,117
5695,45,3,181,324,80,319,117
5696,45,3,182,324,80,319,117
5697,45,3,182,324,80,319,117
5698,45,3,181,324,80,319,117
5699,45,3,181,324,80,319,117
5700,46,3,179,325,80,319,117
5701,46,3,180,325,80,319,117
5702,46,3,180,325,80,319,117
5703,47,3,178,326,80,319,117
5704,47,3,177,326,80,319,117
5705,47,3,177,326,80,319,117
5706,47,3,178,326,80,319,117
5707,47,3,177,326,80,319,117
5708,47,3,177,326,80,319,117
5709,47,3,176,326,80,319,117
5710,47,3,175,326,80,319,117
5711,48,3,174,327,80,319,117
5712,50,3,172,329,80,319,117
5713,50,3,172,329,80,319,117
5714,50,3,172,329,80,319,117
5715,51,3,171,330,80,319,117
5716,51,3,172,330,80,319,117
5717,52,3,171,331,80,319,117
5718,52,3,170,331,80,319,117
5719,52,3,170,331,80,319,117
5720,52,3,170,331,80,319,117
5721,52,3,171,331,80,319,117
5722,53,3,170,332,80,319,117
5723,53,3,170,332,80,319,117
5724,53,3,170,332,80,319,117
5725,53,3,170,332,80,319,117
5726,53,3,171,332,80,319,117
5727,53,3,171,332,80,319,117
5728,53,3,171,332,80,319,117
5729,53,3,171,332,80,319,117
5730,53,3,170,332,80,319,117
5731,53,3,171,332,80,319,117
5732,53,3,171,332,80,319,117
5733,53,3,171,332,80,319,117
5734,53,3,171,332,80,319,117
5735,54,3,169,333,80,319,117
5736,54,3,169,333,80,319,117
5737,55,3,168,334,80,319,117
5738,55,3,168,334,80,319,117
5739,55,3,168,334,80,319,117
5740,55,3,168,334,80,319,117
5741,56,3,167,335,80,319,117
5742,57,3,166,336,80,319,117
5743,57,3,166,336,80,319,117
5744,57,3,164,336,80,319,117
5745,57,3,164,336,80,319,117
5746,57,3,165,336,80,319,117
5747,57,3,165,336,80,319,117
5748,57,3,165,336,80,319,117
5749,57,3,165,336,80,319,117
5750,57,3,165,336,80,319,117
5751,58,3,164,337,80,319,117
5752,59,3,163,338,80,319,117
5753,59,3,163,338,80,319,117
5754,59,3,162,338,80,319,117
5755,59,3,162,338,80,319,117
5756,59,3,163,338,80,319,117
5757,59,3,162,338,80,319,117
5758,59,3,162,338,80,319,117
5759,59,3,162,338,80,319,117
5760,59,3,162,338,80,319,117
5761,59,3,163,338,80,319,117
5762,59,3,163,338,80,319,117
5763,59,3,162,338,80,319,117
5764,59,3,162,338,80,319,117
5765,60,3,161,339,80,319,117
5766,60,3,162,339,80,319,117
5767,61,3,160,340,80,319,117
5768,61,3,160,340,80,319,117
5769,61,3,160,340,80,319,117
5770,61,3,160,340,80,319,117
5771,61,3,160,341,80,320,117
5772,61,3,160,341,80,320,117
5773,61,3,159,341,80,320,117
5774,61,3,159,341,80,320,117
5775,61,3,159,341,80,320,117
5776,61,2,159,341,80,320,118
5777,61,2,159,341,80,320,118
5778,62,2,158,342,80,320,118
5779,62,2,157,342,80,320,118
5780,62,2,156,342,80,320,118
5781,62,2,156,342,80,320,118
5782,62,2,156,342,80,320,118
5783,63,2,154,343,80,320,118
5784,63,2,153,343,80,320,118
5785,63,2,152,343,80,320,118
5786,63,2,153,343,80,320,118
5787,63,2,152,343,80,320,118
5788,63,2,152,343,80,320,118
5789,63,2,152,343,80,320,118
5790,63,2,152,343,80,320,118
5791,63,2,153,343,80,320,118
5792,63,2,153,343,80,320,118
5793,63,2,153,343,80,320,118
5794,64,2,152,344,80,320,118
5795,64,2,152,344,80,320,118
5796,65,2,152,345,80,320,118
5797,65,2,151,345,80,320,118
5798,65,2,151,345,80,320,118
5799,65,2,151,345,80,320,118
5800,65,2,151,345,80,320,118
5801,65,2,149,345,80,320,118
5802,65,2,149,345,80,320,118
5803,65,2,149,345,80,320,118
5804,65,2,149,345,80,320,118
5805,65,2,149,345,80,320,118
5806,65,2,149,345,80,320,118
5807,65,2,149,345,80,320,118
5808,65,2,148,345,80,320,118
5809,65,2,147,345,80,320,118
5810,65,2,147,345,80,320,118
5811,65,2,147,345,80,320,118
5812,66,2,146,346,80,320,118
5813,68,2,144,348,80,320,118
5814,68,2,144,348,80,320,118
5815,68,2,144,348,80,320,118
5816,68,2,145,348,80,320,118
5817,68,2,145,348,80,320,118
5818,68,2,144,348,80,320,118
