Time Elapsed/s,ID,X-Coord,Y-Coord,Energy
419.0,5126002256,37.529,15.633,8.4
419.0,5128695440,7.555,35.527,62.1
419.0,5129957712,24.413,25.822,14.0
419.0,5127082512,19.532,23.57,14.7
419.0,5126187856,20.78,3.46,65.7
419.0,5126032400,12.643,22.506,65.9
419.0,5128754512,37.664,21.818,16.3
419.0,5126695056,8.994,34.109,17.7
419.0,5126699344,37.618,30.702,20.8
419.0,5130415312,13.124,3.008,121.8
419.0,5127495696,4.171,12.404,23.2
419.0,5126639568,16.659,31.885,24.1
419.0,5126692112,31.57,4.346,75.8
419.0,5125871632,3.791,19.385,76.7
419.0,5127139280,2.371,31.361,130.9
419.0,5130168336,31.556,16.263,132.8
419.0,5127545168,23.939,37.895,33.8
419.0,5127753680,33.387,6.149,34.5
419.0,5129665488,7.65,35.753,37.7
419.0,5127663824,10.938,35.013,46.5
419.0,5131325392,18.85,28.378,100.9
419.0,5128483280,7.237,15.503,104.3
419.0,5130604176,14.13,36.614,89.5
420.0,4301760784,20.084,16.938,30.0
420.0,5127078352,17.966,31.048,82.4
420.0,5126636368,15.695,9.63,46.2
420.0,5126096784,29.487,21.634,37.1
420.0,5126039824,22.267,38.563,52.9
420.0,5126379600,32.607,3.024,6.7
420.0,5127662864,35.964,12.753,10.1
420.0,5126144080,18.582,17.175,62.8
420.0,5127831184,20.455,9.987,64.7
420.0,5126333264,30.753,17.164,120.4
420.0,5129194448,34.201,19.638,75.3
420.0,5128077392,30.097,4.418,32.7
420.0,5125945168,28.691,16.841,35.0
420.0,5127274960,11.731,9.768,85.5
420.0,5127702224,19.523,26.934,38.1
420.0,5127830224,19.436,28.518,39.4
420.0,5128420176,13.416,21.233,91.1
420.0,5126179088,1.874,35.562,61.2
420.0,5128090576,29.74,6.821,92.3
420.0,5128650000,30.728,3.154,42.8
420.0,5127765264,6.343,37.809,95.2
420.0,5126292624,9.902,31.378,48.1
420.0,5127487568,33.906,37.62,50.9
420.0,5126004304,27.323,2.895,3.8
420.0,5127340112,23.934,32.594,54.4
420.0,5126002256,36.692,15.997,7.4
420.0,5128695440,7.191,34.971,61.1
420.0,5129957712,23.717,26.457,13.0
420.0,5127082512,18.58,23.578,13.7
420.0,5126187856,21.386,3.984,64.7
420.0,5126032400,13.395,22.626,64.9
420.0,5128754512,36.982,21.249,15.3
420.0,5126695056,9.821,33.656,16.7
420.0,5126699344,38.231,29.972,19.8
420.0,5130415312,12.471,2.571,120.8
420.0,5127495696,3.247,12.138,22.2
420.0,5126639568,17.584,31.86,23.1
420.0,5126692112,30.779,4.792,74.8
420.0,5125871632,3.044,19.003,75.7
420.0,5127139280,3.314,31.433,129.9
420.0,5130168336,32.242,16.891,131.8
420.0,5127545168,24.361,38.685,82.8
420.0,5127753680,33.43,7.012,33.5
420.0,5129665488,8.334,35.107,36.7
420.0,5127663824,11.812,35.257,45.5
420.0,5131325392,17.928,28.366,99.9
420.0,5128483280,6.607,14.847,103.3
420.0,5130604176,15.034,36.774,88.5
421.0,4301760784,20.139,17.835,29.0
421.0,5127078352,18.667,31.687,81.4
421.0,5126636368,15.351,10.532,45.2
421.0,5126096784,28.619,21.992,36.1
421.0,5126039824,21.633,38.984,101.9
421.0,5126379600,33.09,3.828,5.7
421.0,5127662864,36.715,13.31,9.1
421.0,5126144080,18.694,18.054,61.8
421.0,5127831184,20.545,9.047,63.7
421.0,5126333264,31.636,16.953,119.4
421.0,5129194448,35.153,19.514,74.3
421.0,5128077392,30.594,5.196,31.7
421.0,5125945168,28.49,15.964,34.0
421.0,5127274960,11.171,10.507,84.5
421.0,5127702224,19.124,26.052,37.1
421.0,5127830224,20.078,27.881,38.4
421.0,5128420176,14.084,20.673,90.1
421.0,5126179088,0.899,35.556,60.2
421.0,5128090576,30.505,6.364,91.3
421.0,5128650000,31.397,3.862,41.8
421.0,5127765264,6.761,38.67,94.2
421.0,5126292624,9.463,30.663,47.1
421.0,5127487568,33.546,36.749,49.9
421.0,5126004304,27.303,3.832,2.8
421.0,5127340112,23.123,32.099,53.4
421.0,5126002256,36.263,15.718,6.4
421.0,5128695440,7.482,34.499,60.1
421.0,5129957712,23.154,26.982,12.0
421.0,5127082512,17.783,23.106,12.7
421.0,5126187856,21.759,4.781,63.7
421.0,5126032400,14.212,22.225,63.9
421.0,5128754512,36.038,21.002,14.3
421.0,5126695056,10.736,33.535,15.7
421.0,5126699344,38.468,29.048,18.8
421.0,5130415312,12.264,1.734,119.8
421.0,5127495696,2.407,11.774,21.2
421.0,5126639568,18.256,31.401,22.1
421.0,5126692112,30.497,5.632,73.8
421.0,5125871632,2.664,18.181,74.7
421.0,5127139280,3.968,30.928,128.9
421.0,5130168336,32.024,17.66,130.8
421.0,5127545168,25.255,38.66,81.8
421.0,5127753680,32.499,7.161,32.5
421.0,5129665488,9.287,35.077,35.7
421.0,5127663824,12.493,34.653,44.5
421.0,5131325392,17.536,29.242,98.9
421.0,5128483280,5.673,14.612,102.3
421.0,5130604176,15.565,36.082,87.5
422.0,4301760784,20.848,18.465,28.0
422.0,5127078352,19.476,32.229,80.4
422.0,5126636368,15.682,11.427,44.2
422.0,5126096784,27.928,21.325,35.1
422.0,5126039824,20.858,38.546,100.9
422.0,5126379600,33.348,4.755,4.7
422.0,5127662864,37.053,14.158,8.1
422.0,5126144080,18.936,18.961,60.8
422.0,5127831184,19.894,8.353,62.7
422.0,5126333264,31.209,17.46,118.4
422.0,5129194448,35.931,19.958,73.3
422.0,5128077392,29.881,5.791,30.7
422.0,5125945168,27.807,15.397,33.0
422.0,5127274960,10.29,10.896,83.5
422.0,5127702224,18.61,25.373,36.1
422.0,5127830224,20.699,28.216,37.4
422.0,5128420176,13.865,20.049,89.1
422.0,5126179088,0.065,36.059,59.2
422.0,5128090576,31.106,5.599,90.3
422.0,5128650000,31.38,4.693,40.8
422.0,5127765264,7.35,38.405,93.2
422.0,5126292624,8.885,30.922,46.1
422.0,5127487568,32.596,36.717,48.9
422.0,5126004304,27.601,4.697,1.8
422.0,5127340112,22.22,31.882,52.4
422.0,5126002256,36.022,14.842,5.4
422.0,5128695440,8.246,33.99,59.1
422.0,5129957712,22.315,27.026,11.0
422.0,5127082512,17.283,22.339,11.7
422.0,5126187856,21.12,5.477,62.7
422.0,5126032400,15.066,21.819,62.9
422.0,5128754512,35.306,20.49,13.3
422.0,5126695056,11.276,32.831,14.7
422.0,5126699344,38.525,28.163,17.8
422.0,5130415312,11.771,2.244,118.8
422.0,5127495696,1.574,12.174,20.2
422.0,5126639568,18.731,30.61,21.1
422.0,5126692112,30.731,6.573,72.8
422.0,5125871632,3.252,17.612,73.7
422.0,5127139280,3.565,30.286,127.9
422.0,5130168336,31.619,18.526,129.8
422.0,5127545168,25.646,37.819,80.8
422.0,5127753680,31.575,6.895,81.5
422.0,5129665488,10.205,34.911,34.7
422.0,5127663824,12.941,33.83,43.5
422.0,5131325392,17.386,30.137,97.9
422.0,5128483280,4.896,14.054,101.3
422.0,5130604176,16.335,35.775,86.5
423.0,4301760784,21.637,18.553,27.0
423.0,5127078352,20.298,31.859,79.4
423.0,5126636368,16.472,11.975,43.2
423.0,5126096784,27.476,20.458,34.1
423.0,5126039824,20.57,37.647,99.9
423.0,5126379600,33.164,5.718,3.7
423.0,5127662864,36.198,14.441,7.1
423.0,5126144080,19.778,18.899,59.8
423.0,5127831184,18.963,8.461,61.7
423.0,5126333264,30.653,16.778,117.4
423.0,5129194448,36.845,19.833,72.3
423.0,5128077392,30.179,6.681,29.7
423.0,5125945168,27.86,14.522,32.0
423.0,5127274960,9.971,11.699,82.5
423.0,5127702224,17.922,24.696,35.1
423.0,5127830224,21.487,28.377,36.4
423.0,5128420176,13.351,20.811,88.1
423.0,5126179088,0.713,36.501,58.2
423.0,5128090576,31.822,5.553,89.3
423.0,5128650000,30.994,5.48,39.8
423.0,5127765264,7.521,37.483,92.2
423.0,5126292624,8.8,31.88,45.1
423.0,5127487568,31.819,37.305,47.9
423.0,5126004304,28.422,4.76,0.8
423.0,5127340112,21.536,31.889,51.4
423.0,5126002256,35.544,14.079,4.4
423.0,5128695440,9.027,33.49,58.1
423.0,5129957712,21.79,26.243,10.0
423.0,5127082512,16.761,22.288,10.7
423.0,5126187856,20.311,5.241,61.7
423.0,5126032400,15.866,21.442,61.9
423.0,5128754512,34.603,21.076,12.3
423.0,5126695056,10.558,32.294,13.7
423.0,5126699344,37.6,27.957,16.8
423.0,5130415312,12.685,2.437,117.8
423.0,5127495696,1.725,13.115,19.2
423.0,5126639568,19.024,29.72,20.1
423.0,5126692112,31.286,7.302,71.8
423.0,5125871632,4.167,17.449,72.7
423.0,5127139280,2.654,30.541,126.9
423.0,5130168336,31.533,19.416,128.8
423.0,5127545168,26.208,37.012,79.8
423.0,5127753680,30.789,6.519,80.5
423.0,5129665488,10.968,34.398,33.7
423.0,5127663824,12.955,32.859,42.5
423.0,5131325392,16.762,30.851,96.9
423.0,5128483280,4.058,13.978,100.3
423.0,5130604176,16.862,36.366,85.5
424.0,4301760784,22.391,18.056,26.0
424.0,5127078352,20.55,30.948,78.4
424.0,5126636368,17.198,12.622,42.2
424.0,5126096784,26.648,19.969,33.1
424.0,5126039824,20.24,36.872,98.9
424.0,5126379600,32.629,6.273,2.7
424.0,5127662864,35.808,15.23,6.1
424.0,5126144080,19.812,18.186,58.8
424.0,5127831184,18.3,9.155,60.7
424.0,5126333264,29.754,16.683,116.4
424.0,5129194448,36.638,18.93,71.3
424.0,5128077392,29.837,7.496,28.7
424.0,5125945168,28.572,14.416,31.0
424.0,5127274960,9.95,12.428,81.5
424.0,5127702224,17.339,23.916,34.1
424.0,5127830224,22.408,28.591,35.4
424.0,5128420176,12.614,20.361,87.1
424.0,5126179088,1.406,35.888,57.2
424.0,5128090576,32.485,6.187,88.3
424.0,5128650000,30.521,6.112,38.8
424.0,5127765264,7.529,36.529,91.2
424.0,5126292624,9.41,32.557,44.1
424.0,5127487568,31.153,37.841,46.9
424.0,5127340112,21.552,31.004,50.4
424.0,5126002256,35.788,13.174,3.4
424.0,5128695440,9.957,33.722,57.1
424.0,5129957712,21.111,25.745,9.0
424.0,5127082512,16.071,22.861,9.7
424.0,5126187856,19.455,4.804,60.7
424.0,5126032400,16.231,20.545,60.9
424.0,5128754512,34.805,21.879,11.3
424.0,5126695056,10.2,31.595,12.7
424.0,5126699344,36.804,28.495,15.8
424.0,5130415312,13.054,3.278,116.8
