,Time Elapsed,ID,X-Coord,Y-Coord
0,0.0,2697590791328.0,13.257848811107774,0.4132417359282803
1,0.0,2697590791328.0,13.257848811107774,0.4132417359282803
2,0.0,2697590529952.0,24.79586148586887,25.004699804894948
3,0.0,2697590791328.0,13.257848811107774,0.4132417359282803
4,0.0,2697590529952.0,24.79586148586887,25.004699804894948
5,0.0,2697590788736.0,15.846191309171576,39.480591151027895
6,0.0,2697590791328.0,13.257848811107774,0.4132417359282803
7,0.0,2697590529952.0,24.79586148586887,25.004699804894948
8,0.0,2697590788736.0,15.846191309171576,39.480591151027895
9,0.0,2697590922640.0,39.4051018183534,32.26309205936901
10,0.7999999999999999,2697590791328.0,13.257848811107774,0.4132417359282803
11,0.7999999999999999,2697590529952.0,24.79586148586887,25.004699804894948
12,0.7999999999999999,2697590788736.0,15.846191309171576,39.480591151027895
13,0.7999999999999999,2697590922640.0,39.4051018183534,32.26309205936901
14,0.7999999999999999,2697590921824.0,16.999027871209577,18.596404481123948
15,1.7000000000000004,2697590791328.0,13.257848811107774,0.4132417359282803
16,1.7000000000000004,2697590529952.0,24.79586148586887,25.004699804894948
17,1.7000000000000004,2697590788736.0,15.846191309171576,39.480591151027895
18,1.7000000000000004,2697590922640.0,39.4051018183534,32.26309205936901
19,1.7000000000000004,2697590921824.0,16.999027871209577,18.596404481123948
20,1.7000000000000004,2697590961296.0,27.853261672062402,32.19494973873827
21,1.9000000000000006,2697590791328.0,13.257848811107774,0.4132417359282803
22,1.9000000000000006,2697590529952.0,24.79586148586887,25.004699804894948
23,1.9000000000000006,2697590788736.0,15.846191309171576,39.480591151027895
24,1.9000000000000006,2697590922640.0,39.4051018183534,32.26309205936901
25,1.9000000000000006,2697590921824.0,16.999027871209577,18.596404481123948
26,1.9000000000000006,2697590961296.0,27.853261672062402,32.19494973873827
27,1.9000000000000006,2697590962688.0,8.224116591180103,16.840929978139712
28,2.0000000000000004,2697590791328.0,13.257848811107774,0.4132417359282803
29,2.0000000000000004,2697590529952.0,24.79586148586887,25.004699804894948
30,2.0000000000000004,2697590788736.0,15.846191309171576,39.480591151027895
31,2.0000000000000004,2697590922640.0,39.4051018183534,32.26309205936901
32,2.0000000000000004,2697590921824.0,16.999027871209577,18.596404481123948
33,2.0000000000000004,2697590961296.0,27.853261672062402,32.19494973873827
34,2.0000000000000004,2697590962688.0,8.224116591180103,16.840929978139712
35,2.0000000000000004,2697590961824.0,38.415835887167816,26.820416180948182
36,3.1000000000000014,2697590791328.0,13.257848811107774,0.4132417359282803
37,3.1000000000000014,2697590529952.0,24.79586148586887,25.004699804894948
38,3.1000000000000014,2697590788736.0,15.846191309171576,39.480591151027895
39,3.1000000000000014,2697590922640.0,39.4051018183534,32.26309205936901
40,3.1000000000000014,2697590921824.0,16.999027871209577,18.596404481123948
41,3.1000000000000014,2697590961296.0,27.853261672062402,32.19494973873827
42,3.1000000000000014,2697590962688.0,8.224116591180103,16.840929978139712
43,3.1000000000000014,2697590961824.0,38.415835887167816,26.820416180948182
44,3.1000000000000014,2697590992848.0,29.469808734348952,4.222980990968037
45,3.2000000000000015,2697590791328.0,13.257848811107774,0.4132417359282803
46,3.2000000000000015,2697590529952.0,24.79586148586887,25.004699804894948
47,3.2000000000000015,2697590788736.0,15.846191309171576,39.480591151027895
48,3.2000000000000015,2697590922640.0,39.4051018183534,32.26309205936901
49,3.2000000000000015,2697590921824.0,16.999027871209577,18.596404481123948
50,3.2000000000000015,2697590961296.0,27.853261672062402,32.19494973873827
51,3.2000000000000015,2697590962688.0,8.224116591180103,16.840929978139712
52,3.2000000000000015,2697590961824.0,38.415835887167816,26.820416180948182
53,3.2000000000000015,2697590992848.0,29.469808734348952,4.222980990968037
54,3.2000000000000015,2697590989200.0,14.962623973263636,33.39534956319594
55,3.4000000000000017,2697590791328.0,13.257848811107774,0.4132417359282803
56,3.4000000000000017,2697590529952.0,24.79586148586887,25.004699804894948
57,3.4000000000000017,2697590788736.0,15.846191309171576,39.480591151027895
58,3.4000000000000017,2697590922640.0,39.4051018183534,32.26309205936901
59,3.4000000000000017,2697590921824.0,16.999027871209577,18.596404481123948
60,3.4000000000000017,2697590961296.0,27.853261672062402,32.19494973873827
61,3.4000000000000017,2697590962688.0,8.224116591180103,16.840929978139712
62,3.4000000000000017,2697590961824.0,38.415835887167816,26.820416180948182
63,3.4000000000000017,2697590992848.0,29.469808734348952,4.222980990968037
