Time Elapsed/s,Agent Population,Food Population
0.1,10.0,1.0
1.2,10.0,2.0
2.2000000000000006,10.0,3.0
2.9000000000000012,10.0,4.0
4.699999999999999,10.0,5.0
4.899999999999999,10.0,6.0
5.4999999999999964,10.0,7.0
6.399999999999993,10.0,8.0
7.999999999999988,10.0,9.0
9.199999999999983,10.0,10.0
10.699999999999978,10.0,11.0
11.199999999999976,10.0,12.0
11.499999999999975,10.0,13.0
12.99999999999997,10.0,14.0
14.099999999999966,10.0,13.0
15.99999999999996,10.0,12.0
16.399999999999963,10.0,13.0
17.999999999999986,10.0,14.0
18.19999999999999,10.0,15.0
18.39999999999999,10.0,16.0
18.9,10.0,17.0
19.1,10.0,18.0
19.400000000000006,10.0,17.0
19.400000000000006,10.0,18.0
19.500000000000007,10.0,19.0
19.60000000000001,10.0,20.0
19.900000000000013,10.0,21.0
20.000000000000014,10.0,20.0
22.300000000000047,10.0,21.0
22.50000000000005,10.0,22.0
25.30000000000009,10.0,23.0
26.1000000000001,10.0,24.0
26.400000000000105,10.0,25.0
26.600000000000108,10.0,26.0
26.70000000000011,10.0,25.0
27.600000000000122,11.0,24.0
28.10000000000013,11.0,25.0
29.200000000000145,11.0,26.0
29.60000000000015,11.0,27.0
31.70000000000018,11.0,28.0
32.30000000000019,11.0,29.0
32.50000000000019,11.0,30.0
33.1000000000002,11.0,31.0
34.30000000000022,11.0,32.0
35.600000000000236,11.0,33.0
35.70000000000024,11.0,34.0
35.80000000000024,11.0,35.0
36.200000000000244,11.0,36.0
37.50000000000026,11.0,37.0
37.600000000000264,11.0,38.0
38.60000000000028,11.0,37.0
38.70000000000028,11.0,36.0
39.100000000000286,11.0,37.0
40.70000000000031,11.0,38.0
40.90000000000031,11.0,39.0
41.200000000000315,11.0,40.0
41.50000000000032,11.0,39.0
42.40000000000033,11.0,40.0
45.10000000000037,11.0,41.0
45.20000000000037,11.0,42.0
46.40000000000039,11.0,41.0
46.700000000000394,11.0,42.0
47.70000000000041,11.0,43.0
47.90000000000041,11.0,44.0
48.00000000000041,11.0,45.0
48.50000000000042,11.0,46.0
51.100000000000456,11.0,47.0
51.20000000000046,11.0,48.0
51.60000000000046,11.0,49.0
52.90000000000048,11.0,50.0
53.70000000000049,11.0,51.0
53.900000000000496,11.0,52.0
55.10000000000051,11.0,53.0
55.200000000000514,11.0,52.0
55.60000000000052,11.0,51.0
55.60000000000052,11.0,52.0
55.900000000000524,11.0,53.0
56.700000000000536,11.0,54.0
57.70000000000055,11.0,53.0
57.80000000000055,11.0,52.0
58.000000000000554,11.0,53.0
58.40000000000056,11.0,54.0
58.50000000000056,11.0,55.0
59.30000000000057,11.0,54.0
59.500000000000576,12.0,55.0
59.60000000000058,12.0,54.0
60.100000000000584,13.0,53.0
60.200000000000585,13.0,54.0
61.70000000000061,13.0,55.0
62.200000000000614,13.0,56.0
63.50000000000063,13.0,57.0
64.30000000000062,13.0,58.0
64.50000000000061,13.0,57.0
64.7000000000006,13.0,58.0
64.90000000000059,13.0,59.0
66.10000000000052,13.0,60.0
66.70000000000049,13.0,59.0
67.30000000000045,13.0,60.0
68.80000000000037,13.0,61.0
68.90000000000036,13.0,60.0
69.20000000000034,13.0,61.0
69.50000000000033,13.0,60.0
69.70000000000032,13.0,61.0
71.30000000000022,13.0,62.0
71.40000000000022,13.0,63.0
72.50000000000016,13.0,64.0
72.60000000000015,13.0,65.0
73.30000000000011,13.0,66.0
73.90000000000008,13.0,65.0
74.00000000000007,13.0,66.0
74.10000000000007,13.0,67.0
74.60000000000004,13.0,68.0
75.59999999999998,13.0,69.0
76.09999999999995,13.0,70.0
76.29999999999994,13.0,69.0
78.09999999999984,14.0,70.0
78.49999999999982,14.0,69.0
79.89999999999974,14.0,70.0
80.09999999999972,14.0,71.0
80.29999999999971,14.0,72.0
80.89999999999968,14.0,73.0
80.99999999999967,14.0,74.0
81.09999999999967,14.0,75.0
81.29999999999966,14.0,76.0
82.09999999999961,14.0,77.0
82.79999999999957,14.0,76.0
83.39999999999954,14.0,75.0
83.9999999999995,15.0,76.0
84.19999999999949,15.0,75.0
84.29999999999949,15.0,76.0
84.49999999999947,15.0,77.0
84.89999999999945,15.0,76.0
85.39999999999942,15.0,77.0
85.7999999999994,15.0,76.0
87.39999999999931,16.0,77.0
87.5999999999993,16.0,76.0
87.99999999999928,16.0,75.0
88.29999999999926,16.0,74.0
88.39999999999925,16.0,75.0
88.49999999999925,16.0,74.0
88.79999999999923,16.0,75.0
89.69999999999918,16.0,76.0
91.0999999999991,16.0,77.0
91.29999999999909,16.0,78.0
91.99999999999905,16.0,77.0
92.19999999999904,16.0,76.0
92.39999999999903,16.0,75.0
92.799999999999,16.0,74.0
93.39999999999897,17.0,75.0
93.49999999999896,17.0,74.0
93.49999999999896,17.0,75.0
93.89999999999894,17.0,76.0
94.09999999999893,17.0,77.0
94.5999999999989,17.0,76.0
94.99999999999888,18.0,75.0
95.89999999999883,18.0,76.0
96.09999999999881,18.0,77.0
96.19999999999881,18.0,76.0
96.49999999999879,18.0,77.0
96.59999999999879,18.0,76.0
97.69999999999872,18.0,77.0
98.29999999999869,18.0,78.0
98.49999999999868,18.0,77.0
98.79999999999866,19.0,78.0
99.19999999999864,19.0,77.0
99.69999999999861,20.0,76.0
99.69999999999861,20.0,77.0
99.8999999999986,20.0,76.0
100.69999999999855,20.0,75.0
101.09999999999853,20.0,76.0
101.29999999999852,20.0,75.0
101.79999999999849,21.0,76.0
102.79999999999843,21.0,75.0
103.59999999999839,21.0,74.0
103.59999999999839,22.0,75.0
103.99999999999837,22.0,74.0
105.29999999999829,22.0,75.0
105.89999999999826,22.0,76.0
106.9999999999982,22.0,77.0
107.69999999999816,22.0,78.0
107.99999999999814,22.0,79.0
109.09999999999808,22.0,80.0
109.49999999999805,22.0,81.0
111.09999999999796,22.0,80.0
112.2999999999979,22.0,81.0
112.49999999999788,22.0,80.0
112.99999999999785,22.0,79.0
113.69999999999781,23.0,78.0
114.09999999999779,23.0,77.0
115.19999999999773,23.0,78.0
115.29999999999772,23.0,77.0
115.29999999999772,23.0,78.0
116.09999999999768,23.0,77.0
116.29999999999767,24.0,76.0
116.29999999999767,24.0,75.0
116.39999999999766,24.0,76.0
116.49999999999766,24.0,75.0
116.69999999999764,24.0,76.0
117.4999999999976,24.0,75.0
118.09999999999756,24.0,74.0
118.29999999999755,25.0,73.0
118.69999999999753,25.0,72.0
119.2999999999975,25.0,71.0
121.69999999999736,26.0,70.0
121.99999999999734,26.0,71.0
122.19999999999733,26.0,72.0
122.29999999999733,26.0,73.0
122.6999999999973,26.0,72.0
123.99999999999723,27.0,73.0
124.99999999999717,27.0,72.0
124.99999999999717,28.0,71.0
124.99999999999717,28.0,72.0
125.29999999999715,28.0,73.0
127.19999999999705,28.0,72.0
128.499999999997,28.0,71.0
128.89999999999696,29.0,72.0
129.39999999999694,29.0,71.0
129.59999999999692,29.0,70.0
130.1999999999969,30.0,71.0
130.29999999999688,30.0,72.0
130.39999999999688,30.0,73.0
130.89999999999685,30.0,72.0
130.89999999999685,30.0,73.0
131.29999999999683,30.0,72.0
131.29999999999683,30.0,73.0
132.09999999999678,30.0,72.0
132.49999999999676,30.0,71.0
132.69999999999675,30.0,72.0
132.89999999999674,30.0,73.0
133.19999999999672,30.0,72.0
133.4999999999967,30.0,73.0
133.5999999999967,30.0,72.0
133.7999999999967,30.0,71.0
133.7999999999967,30.0,70.0
134.09999999999667,30.0,69.0
134.49999999999665,31.0,68.0
134.49999999999665,32.0,69.0
136.29999999999654,32.0,70.0
137.0999999999965,32.0,71.0
137.1999999999965,32.0,70.0
138.6999999999964,33.0,69.0
138.8999999999964,33.0,70.0
138.9999999999964,33.0,69.0
139.19999999999638,33.0,70.0
139.89999999999634,33.0,71.0
139.99999999999633,33.0,70.0
140.5999999999963,33.0,71.0
143.29999999999615,33.0,70.0
143.29999999999615,34.0,69.0
143.8999999999961,34.0,70.0
144.0999999999961,34.0,69.0
145.39999999999603,34.0,68.0
145.49999999999602,34.0,69.0
145.59999999999602,34.0,68.0
145.59999999999602,35.0,67.0
145.799999999996,35.0,68.0
145.999999999996,35.0,67.0
146.49999999999596,36.0,68.0
146.59999999999596,36.0,69.0
146.69999999999595,36.0,68.0
146.99999999999594,36.0,69.0
147.3999999999959,36.0,68.0
147.7999999999959,36.0,67.0
148.09999999999587,36.0,66.0
148.39999999999586,36.0,65.0
148.59999999999584,36.0,66.0
148.69999999999584,36.0,65.0
148.89999999999583,37.0,66.0
149.1999999999958,37.0,65.0
149.2999999999958,38.0,64.0
149.2999999999958,39.0,65.0
149.3999999999958,39.0,66.0
149.99999999999577,39.0,65.0
150.59999999999573,39.0,64.0
152.9999999999956,39.0,65.0
153.39999999999557,39.0,66.0
153.79999999999555,39.0,67.0
153.99999999999554,39.0,66.0
155.09999999999548,39.0,65.0
155.09999999999548,39.0,66.0
155.39999999999546,39.0,65.0
155.69999999999544,39.0,66.0
155.79999999999544,39.0,67.0
156.1999999999954,39.0,66.0
156.99999999999537,39.0,67.0
157.59999999999533,39.0,66.0
157.79999999999532,39.0,67.0
158.0999999999953,39.0,66.0
158.3999999999953,40.0,65.0
158.49999999999528,40.0,66.0
158.59999999999528,40.0,65.0
158.69999999999527,40.0,66.0
159.39999999999523,40.0,65.0
159.59999999999522,41.0,64.0
159.8999999999952,41.0,63.0
160.0999999999952,41.0,62.0
160.29999999999518,41.0,63.0
160.39999999999517,41.0,64.0
160.49999999999517,41.0,63.0
160.49999999999517,41.0,64.0
160.79999999999515,41.0,65.0
160.99999999999514,41.0,64.0
160.99999999999514,42.0,65.0
161.29999999999512,42.0,66.0
161.5999999999951,42.0,67.0
161.99999999999508,42.0,68.0
162.59999999999505,42.0,67.0
162.79999999999504,43.0,66.0
163.19999999999501,43.0,67.0
163.79999999999498,43.0,66.0
164.09999999999496,43.0,65.0
