Time Elapsed,ID,X-Coord,Y-Coord
0.0,1594657923424.0,11.173129858369624,12.19588943310769
0.0,1594657923424.0,11.173129858369624,12.19588943310769
0.0,1594657856768.0,19.284503769550135,8.966145927669293
0.0,1594657923424.0,11.173129858369624,12.19588943310769
0.0,1594657856768.0,19.284503769550135,8.966145927669293
0.0,1594657923856.0,21.730302304092195,17.28561412873529
0.0,1594657923424.0,11.173129858369624,12.19588943310769
0.0,1594657856768.0,19.284503769550135,8.966145927669293
0.0,1594657923856.0,21.730302304092195,17.28561412873529
0.0,1594658242816.0,28.945833126153158,31.509785351551336
0.2,1594657923424.0,11.173129858369624,12.19588943310769
0.2,1594657856768.0,19.284503769550135,8.966145927669293
0.2,1594657923856.0,21.730302304092195,17.28561412873529
0.2,1594658242816.0,28.945833126153158,31.509785351551336
0.2,1594658246176.0,23.210887506117636,24.846730494478457
2.700000000000001,1594657923424.0,11.173129858369624,12.19588943310769
2.700000000000001,1594657856768.0,19.284503769550135,8.966145927669293
2.700000000000001,1594657923856.0,21.730302304092195,17.28561412873529
2.700000000000001,1594658242816.0,28.945833126153158,31.509785351551336
2.700000000000001,1594658246176.0,23.210887506117636,24.846730494478457
2.700000000000001,1594658245648.0,26.960831771740224,24.79350483123065
3.1000000000000014,1594657923424.0,11.173129858369624,12.19588943310769
3.1000000000000014,1594657856768.0,19.284503769550135,8.966145927669293
3.1000000000000014,1594657923856.0,21.730302304092195,17.28561412873529
3.1000000000000014,1594658242816.0,28.945833126153158,31.509785351551336
3.1000000000000014,1594658246176.0,23.210887506117636,24.846730494478457
3.1000000000000014,1594658245648.0,26.960831771740224,24.79350483123065
3.1000000000000014,1594658245600.0,10.850257186041091,14.27972004099296
4.999999999999998,1594657923424.0,11.173129858369624,12.19588943310769
4.999999999999998,1594657856768.0,19.284503769550135,8.966145927669293
4.999999999999998,1594657923856.0,21.730302304092195,17.28561412873529
4.999999999999998,1594658242816.0,28.945833126153158,31.509785351551336
4.999999999999998,1594658246176.0,23.210887506117636,24.846730494478457
4.999999999999998,1594658245648.0,26.960831771740224,24.79350483123065
4.999999999999998,1594658245600.0,10.850257186041091,14.27972004099296
4.999999999999998,1594658402656.0,22.344792220884155,33.01449759870457
7.699999999999989,1594657923424.0,11.173129858369624,12.19588943310769
7.699999999999989,1594657856768.0,19.284503769550135,8.966145927669293
7.699999999999989,1594657923856.0,21.730302304092195,17.28561412873529
7.699999999999989,1594658242816.0,28.945833126153158,31.509785351551336
7.699999999999989,1594658246176.0,23.210887506117636,24.846730494478457
7.699999999999989,1594658245648.0,26.960831771740224,24.79350483123065
7.699999999999989,1594658245600.0,10.850257186041091,14.27972004099296
7.699999999999989,1594658402656.0,22.344792220884155,33.01449759870457
7.699999999999989,1594658312592.0,14.625923916645739,36.55721326876679
10.799999999999978,1594657923424.0,11.173129858369624,12.19588943310769
10.799999999999978,1594657856768.0,19.284503769550135,8.966145927669293
10.799999999999978,1594657923856.0,21.730302304092195,17.28561412873529
10.799999999999978,1594658242816.0,28.945833126153158,31.509785351551336
10.799999999999978,1594658246176.0,23.210887506117636,24.846730494478457
10.799999999999978,1594658245648.0,26.960831771740224,24.79350483123065
10.799999999999978,1594658245600.0,10.850257186041091,14.27972004099296
10.799999999999978,1594658402656.0,22.344792220884155,33.01449759870457
10.799999999999978,1594658312592.0,14.625923916645739,36.55721326876679
10.799999999999978,1594658439856.0,22.543950468507244,13.68699181523223
12.499999999999972,1594657923424.0,11.173129858369624,12.19588943310769
12.499999999999972,1594657856768.0,19.284503769550135,8.966145927669293
12.499999999999972,1594657923856.0,21.730302304092195,17.28561412873529
12.499999999999972,1594658242816.0,28.945833126153158,31.509785351551336
12.499999999999972,1594658246176.0,23.210887506117636,24.846730494478457
12.499999999999972,1594658245648.0,26.960831771740224,24.79350483123065
12.499999999999972,1594658245600.0,10.850257186041091,14.27972004099296
12.499999999999972,1594658402656.0,22.344792220884155,33.01449759870457
12.499999999999972,1594658312592.0,14.625923916645739,36.55721326876679
12.499999999999972,1594658439856.0,22.543950468507244,13.68699181523223
12.499999999999972,1594658455808.0,24.305950920746,6.320588419708915
13.299999999999969,1594657923424.0,11.173129858369624,12.19588943310769
13.299999999999969,1594657856768.0,19.284503769550135,8.966145927669293
13.299999999999969,1594657923856.0,21.730302304092195,17.28561412873529
13.299999999999969,1594658242816.0,28.945833126153158,31.509785351551336
13.299999999999969,1594658246176.0,23.210887506117636,24.846730494478457
13.299999999999969,1594658245648.0,26.960831771740224,24.79350483123065
13.299999999999969,1594658245600.0,10.850257186041091,14.27972004099296
13.299999999999969,1594658402656.0,22.344792220884155,33.01449759870457
