,Time Elapsed/s,Agent Population,Food Population
560,170.5999999999946,55.0,22.0
561,170.6999999999946,55.0,21.0
562,170.79999999999458,55.0,20.0
563,170.99999999999457,55.0,19.0
564,171.59999999999454,55.0,18.0
565,171.59999999999454,56.0,18.0
566,172.1999999999945,56.0,17.0
567,172.79999999999447,56.0,17.0
568,172.79999999999447,56.0,18.0
569,172.89999999999446,56.0,18.0
570,172.89999999999446,56.0,19.0
571,173.09999999999445,56.0,19.0
572,173.09999999999445,56.0,20.0
573,174.0999999999944,56.0,20.0
574,174.0999999999944,56.0,21.0
575,174.1999999999944,56.0,20.0
576,174.39999999999438,56.0,20.0
577,174.39999999999438,56.0,21.0
578,176.09999999999428,56.0,21.0
579,176.09999999999428,56.0,22.0
580,176.19999999999428,56.0,22.0
581,176.19999999999428,56.0,23.0
582,176.29999999999427,55.0,23.0
583,176.59999999999425,55.0,22.0
584,176.89999999999424,55.0,21.0
585,177.09999999999422,55.0,20.0
586,177.3999999999942,55.0,20.0
587,177.3999999999942,55.0,21.0
588,177.4999999999942,55.0,21.0
589,177.4999999999942,55.0,22.0
590,177.89999999999418,55.0,22.0
591,177.89999999999418,55.0,23.0
592,177.99999999999417,55.0,22.0
593,177.99999999999417,56.0,22.0
594,178.39999999999415,56.0,22.0
595,178.39999999999415,56.0,23.0
596,179.2999999999941,56.0,22.0
597,179.69999999999408,56.0,22.0
598,179.69999999999408,56.0,23.0
599,179.89999999999407,56.0,22.0
600,180.69999999999402,56.0,22.0
601,180.69999999999402,56.0,23.0
602,180.79999999999401,56.0,22.0
603,180.999999999994,56.0,21.0
604,181.59999999999397,56.0,20.0
605,181.59999999999397,56.0,19.0
606,181.59999999999397,57.0,19.0
607,182.49999999999392,57.0,18.0
608,182.8999999999939,57.0,17.0
609,183.59999999999386,57.0,17.0
610,183.59999999999386,57.0,18.0
611,183.69999999999385,57.0,18.0
612,183.69999999999385,57.0,19.0
613,184.29999999999382,56.0,19.0
614,184.29999999999382,56.0,19.0
615,184.29999999999382,56.0,20.0
616,185.49999999999375,56.0,20.0
617,185.49999999999375,56.0,21.0
618,186.4999999999937,56.0,21.0
619,186.4999999999937,56.0,22.0
620,186.59999999999368,56.0,21.0
621,186.59999999999368,56.0,20.0
